index,position_timestamp,mmsi,latitude,longitude
364,01/03/2023 07:31:10,220614000,57.6784,11.8122
365,01/03/2023 07:31:13,220614000,57.6784,11.8124
366,01/03/2023 07:31:17,220614000,57.6785,11.8127
367,01/03/2023 07:31:46,220614000,57.679,11.8145
368,01/03/2023 07:31:56,220614000,57.6792,11.8151
369,01/03/2023 07:32:07,220614000,57.6794,11.8158
370,01/03/2023 07:32:17,220614000,57.6795,11.8163
371,01/03/2023 07:32:46,220614000,57.6799,11.8179
372,01/03/2023 07:33:17,220614000,57.6804,11.8194
373,01/03/2023 07:33:46,220614000,57.6807,11.8207
374,01/03/2023 07:33:50,220614000,57.6808,11.8209
375,01/03/2023 07:33:53,220614000,57.6808,11.821
376,01/03/2023 07:34:00,220614000,57.6809,11.8213
377,01/03/2023 07:34:03,220614000,57.681,11.8214
378,01/03/2023 07:34:07,220614000,57.681,11.8215
379,01/03/2023 07:34:10,220614000,57.6811,11.8216
380,01/03/2023 07:34:17,220614000,57.6812,11.8219
381,01/03/2023 07:34:37,220614000,57.6814,11.8225
382,01/03/2023 07:34:46,220614000,57.6816,11.8228
383,01/03/2023 07:35:00,220614000,57.6818,11.8232
384,01/03/2023 07:35:03,220614000,57.6818,11.8233
385,01/03/2023 07:35:10,220614000,57.6819,11.8235
386,01/03/2023 07:35:17,220614000,57.682,11.8237
387,01/03/2023 07:35:23,220614000,57.6821,11.8239
388,01/03/2023 07:35:37,220614000,57.6824,11.8243
389,01/03/2023 07:35:40,220614000,57.6824,11.8244
390,01/03/2023 07:35:43,220614000,57.6825,11.8245
391,01/03/2023 07:35:53,220614000,57.6827,11.8247
392,01/03/2023 07:35:56,220614000,57.6827,11.8248
393,01/03/2023 07:36:00,220614000,57.6828,11.8249
394,01/03/2023 07:36:03,220614000,57.6828,11.825
395,01/03/2023 07:36:10,220614000,57.683,11.8251
396,01/03/2023 07:36:13,220614000,57.683,11.8252
397,01/03/2023 07:36:17,220614000,57.6831,11.8253
398,01/03/2023 07:36:23,220614000,57.6832,11.8254
399,01/03/2023 07:36:33,220614000,57.6834,11.8255
400,01/03/2023 07:36:37,220614000,57.6835,11.8256
401,01/03/2023 07:36:40,220614000,57.6836,11.8256
402,01/03/2023 07:36:43,220614000,57.6836,11.8257
403,01/03/2023 07:36:46,220614000,57.6837,11.8257
404,01/03/2023 07:36:56,220614000,57.6839,11.8258
405,01/03/2023 07:37:10,220614000,57.6842,11.8259
406,01/03/2023 07:37:13,220614000,57.6843,11.8259
407,01/03/2023 07:37:17,220614000,57.6843,11.8259
408,01/03/2023 07:37:20,220614000,57.6844,11.8259
409,01/03/2023 07:37:24,220614000,57.6845,11.8259
410,01/03/2023 07:37:26,220614000,57.6845,11.8259
411,01/03/2023 07:37:30,220614000,57.6846,11.8258
412,01/03/2023 07:37:37,220614000,57.6848,11.8258
413,01/03/2023 07:37:40,220614000,57.6848,11.8258
414,01/03/2023 07:37:56,220614000,57.6851,11.8257
415,01/03/2023 07:38:00,220614000,57.6852,11.8256
416,01/03/2023 07:38:17,220614000,57.6856,11.8255
417,01/03/2023 07:38:26,220614000,57.6858,11.8254
418,01/03/2023 07:38:37,220614000,57.686,11.8254
419,01/03/2023 07:38:44,220614000,57.6861,11.8253
